Estimate,Std. Error,df,t value,Pr(>|t|),Std_Coefficient,CI_low,CI_high,std_SE,var,between_var,within_var,between_var_std,within_var_std,n_group,n_all,vpc,type,x,y,m,model_spe,factor_no,intervention_no,moderation_no,ame_no,SE_no,z_no,p_no,lower_no,upper_no,factor_yes,intervention_yes,moderation_yes,ame_yes,SE_yes,z_yes,p_yes,lower_yes,upper_yes
0.006933864,0.02817505,1578.721141,0.246099441,0.805637247,0.013927641,-0.096994419,0.1248497,0.056593512,interventionC+M:prepost_b_daPost,0.01237981,0.008667554,0.111264594,0.093099699,1863,164855,0.588188144,comment|video|creator,treatment,cm_knowledge_reconceptualization,engagement_large,moderation,,,,,,,,,,,,,,,,,,
0.001170698,0.027546619,1457.826583,0.042498788,0.966106897,0.002351517,-0.106096479,0.110799513,0.055331221,interventionMO:prepost_b_daPost,0.01237981,0.008667554,0.111264594,0.093099699,1863,164855,0.588188144,comment|video|creator,treatment,cm_knowledge_reconceptualization,engagement_large,moderation,,,,,,,,,,,,,,,,,,
-0.121468057,0.079979842,47.88492595,-1.518733388,0.135405083,-0.243985522,-0.558857387,0.070886342,0.160650683,interventionC+M:moderationYes,0.01237981,0.008667554,0.111264594,0.093099699,1863,164855,0.588188144,comment|video|creator,treatment,cm_knowledge_reconceptualization,engagement_large,moderation,,,,,,,,,,,,,,,,,,
-0.123288492,0.086440956,42.79319415,-1.426274045,0.16104434,-0.24764212,-0.587950684,0.092666445,0.173628734,interventionMO:moderationYes,0.01237981,0.008667554,0.111264594,0.093099699,1863,164855,0.588188144,comment|video|creator,treatment,cm_knowledge_reconceptualization,engagement_large,moderation,,,,,,,,,,,,,,,,,,
-0.00456133,0.030804141,1561.757339,-0.148075222,0.882302519,-0.009162064,-0.130434563,0.112110435,0.061874407,prepost_b_daPost:moderationYes,0.01237981,0.008667554,0.111264594,0.093099699,1863,164855,0.588188144,comment|video|creator,treatment,cm_knowledge_reconceptualization,engagement_large,moderation,,,,,,,,,,,,,,,,,,
0.055256468,0.053367101,1733.388368,1.035403213,0.300625069,0.110990327,-0.099110059,0.321090713,0.107195257,interventionC+M:prepost_b_daPost:moderationYes,0.01237981,0.008667554,0.111264594,0.093099699,1863,164855,0.588188144,comment|video|creator,treatment,cm_knowledge_reconceptualization,engagement_large,moderation,,,,,,,,,,,,,,,,,,
0.045170758,0.042371883,1400.094744,1.066055009,0.286582572,0.09073177,-0.076081652,0.257545191,0.085109828,interventionMO:prepost_b_daPost:moderationYes,0.01237981,0.008667554,0.111264594,0.093099699,1863,164855,0.588188144,comment|video|creator,treatment,cm_knowledge_reconceptualization,engagement_large,moderation,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,engagement_large,,prepost_b_daPost,Control,No,-6.53E-05,0.024642598,-0.00265136,0.997884524,-0.048363941,0.048233269,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,engagement_large,,prepost_b_daPost,C+M,No,0.006868528,0.013659275,0.502847165,0.615071731,-0.019903159,0.033640214,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,engagement_large,,prepost_b_daPost,MO,No,0.001105362,0.012310913,0.089787131,0.928456375,-0.023023584,0.025234307,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,engagement_large,,prepost_b_daPost,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,engagement_large,,prepost_b_daPost,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,engagement_large,,prepost_b_daPost,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,engagement_large,,,,,,,,,,,prepost_b_daPost,Control,Yes,-0.004626666,0.018483437,-0.250314183,0.802344389,-0.040853536,0.031600204
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,engagement_large,,,,,,,,,,,prepost_b_daPost,C+M,Yes,0.057563666,0.041383289,1.390988166,0.164229015,-0.023546091,0.138673423
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,engagement_large,,,,,,,,,,,prepost_b_daPost,MO,Yes,0.04171479,0.026361389,1.582420041,0.113553713,-0.009952583,0.093382162
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,engagement_large,,,,,,,,,,,prepost_b_daPost,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,engagement_large,,,,,,,,,,,prepost_b_daPost,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,engagement_large,,,,,,,,,,,prepost_b_daPost,,,,,,,,
0.311065584,0.0351121,45.19376194,8.859213227,1.93E-11,-0.286419435,-0.424652416,-0.148186454,0.070527809,(Intercept),0.012395506,0.010602049,0.111335105,0.10296625,1863,164855,0.538992342,comment|video|creator,treatment,cm_knowledge_reconceptualization,lgbtq,moderation,,,,,,,,,,,,,,,,,,
0.04150278,0.044407196,44.59784964,0.934595829,0.355029642,0.083364149,-0.091462733,0.25819103,0.089198372,interventionC+M,0.012395506,0.010602049,0.111335105,0.10296625,1863,164855,0.538992342,comment|video|creator,treatment,cm_knowledge_reconceptualization,lgbtq,moderation,,,,,,,,,,,,,,,,,,
0.054101448,0.049537389,43.58716857,1.092133617,0.280774364,0.108670252,-0.086353686,0.303694189,0.099503107,interventionMO,0.012395506,0.010602049,0.111335105,0.10296625,1863,164855,0.538992342,comment|video|creator,treatment,cm_knowledge_reconceptualization,lgbtq,moderation,,,,,,,,,,,,,,,,,,
0.0036327,0.017616169,1535.953781,0.206213967,0.836651108,0.007297017,-0.062056201,0.076650234,0.035384685,prepost_b_daPost,0.012395506,0.010602049,0.111335105,0.10296625,1863,164855,0.538992342,comment|video|creator,treatment,cm_knowledge_reconceptualization,lgbtq,moderation,,,,,,,,,,,,,,,,,,
0.032216466,0.072082055,35.61428699,0.446941566,0.657623531,0.06471133,-0.21906882,0.348491479,0.144787388,moderationYes,0.012395506,0.010602049,0.111335105,0.10296625,1863,164855,0.538992342,comment|video|creator,treatment,cm_knowledge_reconceptualization,lgbtq,moderation,,,,,,,,,,,,,,,,,,
0.009045751,0.022088667,1532.16747,0.409520016,0.682215324,0.018169445,-0.068791582,0.105130472,0.04436836,interventionC+M:prepost_b_daPost,0.012395506,0.010602049,0.111335105,0.10296625,1863,164855,0.538992342,comment|video|creator,treatment,cm_knowledge_reconceptualization,lgbtq,moderation,,,,,,,,,,,,,,,,,,
-0.002257736,0.021180035,1380.20301,-0.106597374,0.915123893,-0.004535219,-0.087919066,0.078848629,0.042543249,interventionMO:prepost_b_daPost,0.012395506,0.010602049,0.111335105,0.10296625,1863,164855,0.538992342,comment|video|creator,treatment,cm_knowledge_reconceptualization,lgbtq,moderation,,,,,,,,,,,,,,,,,,
-0.175900453,0.13561986,36.49779546,-1.297011021,0.202767031,-0.353320725,-0.887243036,0.180601586,0.272412348,interventionC+M:moderationYes,0.012395506,0.010602049,0.111335105,0.10296625,1863,164855,0.538992342,comment|video|creator,treatment,cm_knowledge_reconceptualization,lgbtq,moderation,,,,,,,,,,,,,,,,,,
-0.096707806,0.115314005,39.75550113,-0.838647538,0.406681547,-0.194251233,-0.64823142,0.259728955,0.2316251,interventionMO:moderationYes,0.012395506,0.010602049,0.111335105,0.10296625,1863,164855,0.538992342,comment|video|creator,treatment,cm_knowledge_reconceptualization,lgbtq,moderation,,,,,,,,,,,,,,,,,,
-0.023826129,0.032502282,1556.965488,-0.733060194,0.463632068,-0.047858321,-0.175816774,0.080100131,0.065285645,prepost_b_daPost:moderationYes,0.012395506,0.010602049,0.111335105,0.10296625,1863,164855,0.538992342,comment|video|creator,treatment,cm_knowledge_reconceptualization,lgbtq,moderation,,,,,,,,,,,,,,,,,,
0.019610489,0.06736644,3056.87085,0.291101752,0.770993249,0.039390547,-0.225824518,0.304605611,0.135315301,interventionC+M:prepost_b_daPost:moderationYes,0.012395506,0.010602049,0.111335105,0.10296625,1863,164855,0.538992342,comment|video|creator,treatment,cm_knowledge_reconceptualization,lgbtq,moderation,,,,,,,,,,,,,,,,,,
0.08829235,0.04955053,1271.733003,1.781864916,0.075009819,0.177347776,-0.017728127,0.372423679,0.09952962,interventionMO:prepost_b_daPost:moderationYes,0.012395506,0.010602049,0.111335105,0.10296625,1863,164855,0.538992342,comment|video|creator,treatment,cm_knowledge_reconceptualization,lgbtq,moderation,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,lgbtq,,prepost_b_daPost,Control,No,0.0036327,0.017616169,0.206213967,0.836623778,-0.030894356,0.038159757,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,lgbtq,,prepost_b_daPost,C+M,No,0.012678451,0.013325907,0.951413741,0.341394388,-0.013439847,0.03879675,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,lgbtq,,prepost_b_daPost,MO,No,0.001374964,0.011758592,0.1169327,0.906913385,-0.021671453,0.024421381,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,lgbtq,,prepost_b_daPost,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,lgbtq,,prepost_b_daPost,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,lgbtq,,prepost_b_daPost,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,lgbtq,,,,,,,,,,,prepost_b_daPost,Control,Yes,-0.020193429,0.027314262,-0.739299816,0.459724961,-0.073728399,0.033341541
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,lgbtq,,,,,,,,,,,prepost_b_daPost,C+M,Yes,0.008462811,0.057482685,0.147223657,0.882955489,-0.104201182,0.121126804
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,lgbtq,,,,,,,,,,,prepost_b_daPost,MO,Yes,0.065841185,0.035504819,1.854429532,0.063677733,-0.003746982,0.135429353
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,lgbtq,,,,,,,,,,,prepost_b_daPost,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,lgbtq,,,,,,,,,,,prepost_b_daPost,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,lgbtq,,,,,,,,,,,prepost_b_daPost,,,,,,,,
0.297383262,0.042813855,45.03403181,6.945958543,1.22E-08,-0.313902085,-0.482455055,-0.145349115,0.085997362,(Intercept),0.012377307,0.010128086,0.111253344,0.100638393,1863,164855,0.549970699,comment|video|creator,treatment,cm_knowledge_reconceptualization,licensed,moderation,,,,,,,,,,,,,,,,,,
0.071120428,0.061887184,51.44444385,1.149194772,0.255790643,0.142855275,-0.100787129,0.386497678,0.12430872,interventionC+M,0.012377307,0.010128086,0.111253344,0.100638393,1863,164855,0.549970699,comment|video|creator,treatment,cm_knowledge_reconceptualization,licensed,moderation,,,,,,,,,,,,,,,,,,
0.186740197,0.093737289,38.44670945,1.992165539,0.053488893,0.375094225,0.006061935,0.744126515,0.188283858,interventionMO,0.012377307,0.010128086,0.111253344,0.100638393,1863,164855,0.549970699,comment|video|creator,treatment,cm_knowledge_reconceptualization,licensed,moderation,,,,,,,,,,,,,,,,,,
0.010602405,0.025548764,1478.744855,0.414987008,0.678211613,0.02129642,-0.079286244,0.121879084,0.051318252,prepost_b_daPost,0.012377307,0.010128086,0.111253344,0.100638393,1863,164855,0.549970699,comment|video|creator,treatment,cm_knowledge_reconceptualization,licensed,moderation,,,,,,,,,,,,,,,,,,
0.041993528,0.060343603,40.12896159,0.695906875,0.490498182,0.084349929,-0.153215499,0.321915357,0.121208188,moderationYes,0.012377307,0.010128086,0.111253344,0.100638393,1863,164855,0.549970699,comment|video|creator,treatment,cm_knowledge_reconceptualization,licensed,moderation,,,,,,,,,,,,,,,,,,
-0.017476879,0.039796288,1429.224457,-0.439158537,0.66061305,-0.035104691,-0.191778278,0.121568895,0.079936385,interventionC+M:prepost_b_daPost,0.012377307,0.010128086,0.111253344,0.100638393,1863,164855,0.549970699,comment|video|creator,treatment,cm_knowledge_reconceptualization,licensed,moderation,,,,,,,,,,,,,,,,,,
-0.01953861,0.029401025,1306.9208,-0.664555417,0.506452128,-0.039246022,-0.154994613,0.076502569,0.059056055,interventionMO:prepost_b_daPost,0.012377307,0.010128086,0.111253344,0.100638393,1863,164855,0.549970699,comment|video|creator,treatment,cm_knowledge_reconceptualization,licensed,moderation,,,,,,,,,,,,,,,,,,
-0.074670206,0.081872492,43.90759717,-0.912030462,0.366733191,-0.149985543,-0.472307632,0.172336545,0.164451859,interventionC+M:moderationYes,0.012377307,0.010128086,0.111253344,0.100638393,1863,164855,0.549970699,comment|video|creator,treatment,cm_knowledge_reconceptualization,licensed,moderation,,,,,,,,,,,,,,,,,,
-0.200438488,0.10868188,38.57157238,-1.844267764,0.072834895,-0.402609243,-0.830476571,0.025258085,0.218302065,interventionMO:moderationYes,0.012377307,0.010128086,0.111253344,0.100638393,1863,164855,0.549970699,comment|video|creator,treatment,cm_knowledge_reconceptualization,licensed,moderation,,,,,,,,,,,,,,,,,,
-0.021141578,0.031341108,1508.859973,-0.674563836,0.500056255,-0.042465796,-0.16585228,0.080920687,0.062952982,prepost_b_daPost:moderationYes,0.012377307,0.010128086,0.111253344,0.100638393,1863,164855,0.549970699,comment|video|creator,treatment,cm_knowledge_reconceptualization,licensed,moderation,,,,,,,,,,,,,,,,,,
0.044846363,0.046030675,1472.873513,0.974271231,0.330081864,0.090080093,-0.091137592,0.271297779,0.092459023,interventionC+M:prepost_b_daPost:moderationYes,0.012377307,0.010128086,0.111253344,0.100638393,1863,164855,0.549970699,comment|video|creator,treatment,cm_knowledge_reconceptualization,licensed,moderation,,,,,,,,,,,,,,,,,,
0.06222493,0.038673155,1387.852397,1.608995434,0.107844768,0.124987421,-0.027264526,0.277239368,0.077680422,interventionMO:prepost_b_daPost:moderationYes,0.012377307,0.010128086,0.111253344,0.100638393,1863,164855,0.549970699,comment|video|creator,treatment,cm_knowledge_reconceptualization,licensed,moderation,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,licensed,,prepost_b_daPost,Control,No,0.010602405,0.025548764,0.414987008,0.678151414,-0.039472252,0.060677062,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,licensed,,prepost_b_daPost,C+M,No,-0.006874474,0.030512377,-0.225301172,0.821744988,-0.066677635,0.052928686,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,licensed,,prepost_b_daPost,MO,No,-0.008936205,0.014549259,-0.614203477,0.539080876,-0.037452228,0.019579818,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,licensed,,prepost_b_daPost,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,licensed,,prepost_b_daPost,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,licensed,,prepost_b_daPost,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,licensed,,,,,,,,,,,prepost_b_daPost,Control,Yes,-0.010539173,0.018152842,-0.580579748,0.561523725,-0.04611809,0.025039745
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,licensed,,,,,,,,,,,prepost_b_daPost,C+M,Yes,0.016830311,0.014337116,1.173897946,0.240435905,-0.01126992,0.044930541
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,licensed,,,,,,,,,,,prepost_b_daPost,MO,Yes,0.032147147,0.017368563,1.850881209,0.064186645,-0.001894611,0.066188906
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,licensed,,,,,,,,,,,prepost_b_daPost,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,licensed,,,,,,,,,,,prepost_b_daPost,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,licensed,,,,,,,,,,,prepost_b_daPost,,,,,,,,
0.322431182,0.030730128,40.60957795,10.49234739,3.95E-13,-0.263589965,-0.384571183,-0.142608747,0.061725792,(Intercept),0.012388016,0.00920423,0.111301465,0.095938677,1863,164855,0.573725226,comment|video|creator,treatment,cm_knowledge_reconceptualization,coaching,moderation,,,,,,,,,,,,,,,,,,
0.029271404,0.040461119,41.4082956,0.723445239,0.473473527,0.058795701,-0.100495381,0.218086783,0.081271857,interventionC+M,0.012388016,0.00920423,0.111301465,0.095938677,1863,164855,0.573725226,comment|video|creator,treatment,cm_knowledge_reconceptualization,coaching,moderation,,,,,,,,,,,,,,,,,,
-0.000134895,0.044936806,44.3576627,-0.003001891,0.997618301,-0.000270948,-0.177182325,0.176640429,0.090261902,interventionMO,0.012388016,0.00920423,0.111301465,0.095938677,1863,164855,0.573725226,comment|video|creator,treatment,cm_knowledge_reconceptualization,coaching,moderation,,,,,,,,,,,,,,,,,,
-0.004167557,0.015670972,1493.679679,-0.265941169,0.79032122,-0.008371127,-0.070066017,0.053323762,0.031477332,prepost_b_daPost,0.012388016,0.00920423,0.111301465,0.095938677,1863,164855,0.573725226,comment|video|creator,treatment,cm_knowledge_reconceptualization,coaching,moderation,,,,,,,,,,,,,,,,,,
-0.018437693,0.092842778,47.46648624,-0.198590489,0.843431256,-0.03703469,-0.402546725,0.328477346,0.18648779,moderationYes,0.012388016,0.00920423,0.111301465,0.095938677,1863,164855,0.573725226,comment|video|creator,treatment,cm_knowledge_reconceptualization,coaching,moderation,,,,,,,,,,,,,,,,,,
0.016784203,0.020470508,1526.842339,0.819921178,0.412389017,0.033713422,-0.04687671,0.114303554,0.041117868,interventionC+M:prepost_b_daPost,0.012388016,0.00920423,0.111301465,0.095938677,1863,164855,0.573725226,comment|video|creator,treatment,cm_knowledge_reconceptualization,coaching,moderation,,,,,,,,,,,,,,,,,,
0.036521267,0.023356676,1477.940452,1.563632905,0.118117885,0.073358071,-0.018594586,0.165310729,0.046915139,interventionMO:prepost_b_daPost,0.012388016,0.00920423,0.111301465,0.095938677,1863,164855,0.573725226,comment|video|creator,treatment,cm_knowledge_reconceptualization,coaching,moderation,,,,,,,,,,,,,,,,,,
-0.040648614,0.126385093,49.14170898,-0.32162507,0.749100837,-0.081648353,-0.579212868,0.415916162,0.253862247,interventionC+M:moderationYes,0.012388016,0.00920423,0.111301465,0.095938677,1863,164855,0.573725226,comment|video|creator,treatment,cm_knowledge_reconceptualization,coaching,moderation,,,,,,,,,,,,,,,,,,
0.292124917,0.137985213,34.39811253,2.117074076,0.041561831,0.586773685,0.043540672,1.130006697,0.277162758,interventionMO:moderationYes,0.012388016,0.00920423,0.111301465,0.095938677,1863,164855,0.573725226,comment|video|creator,treatment,cm_knowledge_reconceptualization,coaching,moderation,,,,,,,,,,,,,,,,,,
0.009716075,0.047482978,1960.733424,0.204622272,0.837888491,0.019516085,-0.167419164,0.206451333,0.095376179,prepost_b_daPost:moderationYes,0.012388016,0.00920423,0.111301465,0.095938677,1863,164855,0.573725226,comment|video|creator,treatment,cm_knowledge_reconceptualization,coaching,moderation,,,,,,,,,,,,,,,,,,
-0.023212581,0.091957117,1810.917254,-0.252428324,0.800738656,-0.0466258,-0.40865084,0.315399239,0.18470869,interventionC+M:prepost_b_daPost:moderationYes,0.012388016,0.00920423,0.111301465,0.095938677,1863,164855,0.573725226,comment|video|creator,treatment,cm_knowledge_reconceptualization,coaching,moderation,,,,,,,,,,,,,,,,,,
-0.052211862,0.052603655,1772.808788,-0.992551972,0.321063791,-0.104874803,-0.311969593,0.102219986,0.105661772,interventionMO:prepost_b_daPost:moderationYes,0.012388016,0.00920423,0.111301465,0.095938677,1863,164855,0.573725226,comment|video|creator,treatment,cm_knowledge_reconceptualization,coaching,moderation,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,coaching,,prepost_b_daPost,Control,No,-0.004167557,0.015670972,-0.265941169,0.790284518,-0.034882098,0.026546985,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,coaching,,prepost_b_daPost,C+M,No,0.012616646,0.01317051,0.957946702,0.338089635,-0.013197078,0.038430371,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,coaching,,prepost_b_daPost,MO,No,0.032353711,0.017319207,1.868082632,0.061750554,-0.001591312,0.066298734,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,coaching,,prepost_b_daPost,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,coaching,,prepost_b_daPost,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,coaching,,prepost_b_daPost,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,coaching,,,,,,,,,,,prepost_b_daPost,Control,Yes,0.005548518,0.04482247,0.123788763,0.901482529,-0.082301909,0.093398945
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,coaching,,,,,,,,,,,prepost_b_daPost,C+M,Yes,-0.00087986,0.077640298,-0.011332515,0.990958155,-0.153052048,0.151292329
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,coaching,,,,,,,,,,,prepost_b_daPost,MO,Yes,-0.010142076,0.014579314,-0.695648375,0.486649063,-0.038717006,0.018432854
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,coaching,,,,,,,,,,,prepost_b_daPost,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,coaching,,,,,,,,,,,prepost_b_daPost,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reconceptualization,coaching,,,,,,,,,,,prepost_b_daPost,,,,,,,,
0.366202857,0.059141826,70.01098973,6.19194369,3.58E-08,-0.067779139,-0.304451884,0.168893606,0.120752733,(Intercept),0.011359373,0.008221794,0.10658036,0.090674106,1863,164855,0.580117279,comment|video|creator,treatment,cm_knowledge_reflection,largefollow,moderation,,,,,,,,,,,,,,,,,,
-0.092555559,0.082249855,65.27112395,-1.125297541,0.264583895,-0.188975075,-0.518121137,0.140170987,0.167933517,interventionC+M,0.011359373,0.008221794,0.10658036,0.090674106,1863,164855,0.580117279,comment|video|creator,treatment,cm_knowledge_reflection,largefollow,moderation,,,,,,,,,,,,,,,,,,
-0.090847747,0.076591507,75.72111481,-1.186133436,0.239278144,-0.185488168,-0.491990742,0.121014406,0.15638059,interventionMO,0.011359373,0.008221794,0.10658036,0.090674106,1863,164855,0.580117279,comment|video|creator,treatment,cm_knowledge_reflection,largefollow,moderation,,,,,,,,,,,,,,,,,,
-0.103443646,0.0501498,5142.468717,-2.062693099,0.039191897,-0.211205842,-0.411894383,-0.0105173,0.102393243,prepost_b_daPost,0.011359373,0.008221794,0.10658036,0.090674106,1863,164855,0.580117279,comment|video|creator,treatment,cm_knowledge_reflection,largefollow,moderation,,,,,,,,,,,,,,,,,,
-0.039790509,0.067023489,60.98548965,-0.593680059,0.55492182,-0.081242187,-0.349455644,0.18697127,0.13684511,moderationYes,0.011359373,0.008221794,0.10658036,0.090674106,1863,164855,0.580117279,comment|video|creator,treatment,cm_knowledge_reflection,largefollow,moderation,,,,,,,,,,,,,,,,,,
0.152710505,0.066004906,4120.332156,2.313623557,0.020737359,0.311796335,0.047659123,0.575933548,0.134765371,interventionC+M:prepost_b_daPost,0.011359373,0.008221794,0.10658036,0.090674106,1863,164855,0.580117279,comment|video|creator,treatment,cm_knowledge_reflection,largefollow,moderation,,,,,,,,,,,,,,,,,,
0.108955136,0.060047452,3725.247402,1.814483932,0.069683655,0.222458914,-0.017837869,0.462755696,0.122601752,interventionMO:prepost_b_daPost,0.011359373,0.008221794,0.10658036,0.090674106,1863,164855,0.580117279,comment|video|creator,treatment,cm_knowledge_reflection,largefollow,moderation,,,,,,,,,,,,,,,,,,
0.125024918,0.091961594,59.13345451,1.359534047,0.179139277,0.255269326,-0.112741016,0.623279668,0.18776245,interventionC+M:moderationYes,0.011359373,0.008221794,0.10658036,0.090674106,1863,164855,0.580117279,comment|video|creator,treatment,cm_knowledge_reflection,largefollow,moderation,,,,,,,,,,,,,,,,,,
0.121463688,0.090730281,59.44896892,1.338733739,0.185754447,0.247998211,-0.115084682,0.611081105,0.185248418,interventionMO:moderationYes,0.011359373,0.008221794,0.10658036,0.090674106,1863,164855,0.580117279,comment|video|creator,treatment,cm_knowledge_reflection,largefollow,moderation,,,,,,,,,,,,,,,,,,
0.07237809,0.052335312,4552.629786,1.382968539,0.166742335,0.147777807,-0.061656677,0.357212292,0.106855508,prepost_b_daPost:moderationYes,0.011359373,0.008221794,0.10658036,0.090674106,1863,164855,0.580117279,comment|video|creator,treatment,cm_knowledge_reflection,largefollow,moderation,,,,,,,,,,,,,,,,,,
-0.132334058,0.068947053,3777.892732,-1.919357724,0.055014322,-0.270192766,-0.546103807,0.005718276,0.140772493,interventionC+M:prepost_b_daPost:moderationYes,0.011359373,0.008221794,0.10658036,0.090674106,1863,164855,0.580117279,comment|video|creator,treatment,cm_knowledge_reflection,largefollow,moderation,,,,,,,,,,,,,,,,,,
-0.049110923,0.062923499,3347.283293,-0.780486212,0.435159929,-0.10027212,-0.352078215,0.151533975,0.128473915,interventionMO:prepost_b_daPost:moderationYes,0.011359373,0.008221794,0.10658036,0.090674106,1863,164855,0.580117279,comment|video|creator,treatment,cm_knowledge_reflection,largefollow,moderation,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reflection,largefollow,,prepost_b_daPost,Control,No,-0.103443646,0.0501498,-2.062693095,0.039141796,-0.201735448,-0.005151844,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reflection,largefollow,,prepost_b_daPost,C+M,No,0.049266859,0.042914393,1.148026451,0.250957645,-0.034843807,0.133377524,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reflection,largefollow,,prepost_b_daPost,MO,No,0.00551149,0.033025657,0.166885107,0.867460451,-0.059217609,0.070240589,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reflection,largefollow,,prepost_b_daPost,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reflection,largefollow,,prepost_b_daPost,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reflection,largefollow,,prepost_b_daPost,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reflection,largefollow,,,,,,,,,,,prepost_b_daPost,Control,Yes,-0.031065556,0.014966044,-2.075735977,0.037918377,-0.060398463,-0.001732649
,,,,,,,,,,,,,,,,,,,cm_knowledge_reflection,largefollow,,,,,,,,,,,prepost_b_daPost,C+M,Yes,-0.010689109,0.013155455,-0.812522916,0.416491643,-0.036473328,0.01509511
,,,,,,,,,,,,,,,,,,,cm_knowledge_reflection,largefollow,,,,,,,,,,,prepost_b_daPost,MO,Yes,0.028778657,0.011388055,2.527091441,0.011501155,0.006458479,0.051098835
,,,,,,,,,,,,,,,,,,,cm_knowledge_reflection,largefollow,,,,,,,,,,,prepost_b_daPost,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_reflection,largefollow,,,,,,,,,,,prepost_b_daPost,,,,,,,,
