Estimate,Std. Error,df,t value,Pr(>|t|),Std_Coefficient,CI_low,CI_high,std_SE,var,between_var,within_var,between_var_std,within_var_std,n_group,n_all,vpc,type,x,y,m,model_spe,factor_no,intervention_no,moderation_no,ame_no,SE_no,z_no,p_no,lower_no,upper_no,factor_yes,intervention_yes,moderation_yes,ame_yes,SE_yes,z_yes,p_yes,lower_yes,upper_yes
,,,,,,,,,,,,,,,,,comment|video|creator,treatment,cm_knowledge_agreement,engagement_large,moderation,prepost_b_daPost,Control,No,-0.051493743,0.022402662,-2.29855464,0.021530242,-0.095402154,-0.007585332,,,,,,,,,
,,,,,,,,,,,,,,,,,comment|video|creator,treatment,cm_knowledge_agreement,engagement_large,moderation,prepost_b_daPost,C+M,No,0.001543608,0.012444224,0.124042117,0.901281928,-0.022846623,0.025933839,,,,,,,,,
,,,,,,,,,,,,,,,,,comment|video|creator,treatment,cm_knowledge_agreement,engagement_large,moderation,prepost_b_daPost,MO,No,0.009712856,0.010921861,0.889304128,0.373839653,-0.011693598,0.031119309,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,prepost_b_daPost,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,prepost_b_daPost,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,prepost_b_daPost,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,comment|video|creator,treatment,cm_knowledge_agreement,engagement_large,moderation,,,,,,,,,,prepost_b_daPost,Control,Yes,0.037278505,0.016813095,2.217230349,0.026607355,0.004325444,0.070231567
,,,,,,,,,,,,,,,,,comment|video|creator,treatment,cm_knowledge_agreement,engagement_large,moderation,,,,,,,,,,prepost_b_daPost,C+M,Yes,-0.011015157,0.037829806,-0.291176661,0.770916212,-0.085160213,0.0631299
,,,,,,,,,,,,,,,,,comment|video|creator,treatment,cm_knowledge_agreement,engagement_large,moderation,,,,,,,,,,prepost_b_daPost,MO,Yes,-0.039049074,0.023732843,-1.645360145,0.099895563,-0.085564592,0.007466444
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prepost_b_daPost,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prepost_b_daPost,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prepost_b_daPost,,,,,,,,
0.487359723,0.026918515,46.08532069,18.10500037,1.40E-22,-0.019257381,-0.124778318,0.086263555,0.053837807,(Intercept),0.008986229,0.005445277,0.094795721,0.07379212,1863,164855,0.622681303,comment|video|creator,treatment,cm_knowledge_agreement,lgbtq,moderation,,,,,,,,,,,,,,,,,,
0.013292567,0.03400449,45.57149536,0.390906219,0.697688163,0.026585563,-0.10671249,0.159883616,0.068009961,interventionC+M,0.008986229,0.005445277,0.094795721,0.07379212,1863,164855,0.622681303,comment|video|creator,treatment,cm_knowledge_agreement,lgbtq,moderation,,,,,,,,,,,,,,,,,,
-0.030579372,0.037918309,42.72464744,-0.806454001,0.424447545,-0.061159738,-0.209800029,0.087480553,0.07583772,interventionMO,0.008986229,0.005445277,0.094795721,0.07379212,1863,164855,0.622681303,comment|video|creator,treatment,cm_knowledge_agreement,lgbtq,moderation,,,,,,,,,,,,,,,,,,
0.02898068,0.01600618,1577.535979,1.810593166,0.070394026,0.057962133,-0.004782215,0.120706481,0.032012776,prepost_b_daPost,0.008986229,0.005445277,0.094795721,0.07379212,1863,164855,0.622681303,comment|video|creator,treatment,cm_knowledge_agreement,lgbtq,moderation,,,,,,,,,,,,,,,,,,
0.031475689,0.053802944,34.55896954,0.585017967,0.562336174,0.062952338,-0.147955953,0.273860629,0.107607458,moderationYes,0.008986229,0.005445277,0.094795721,0.07379212,1863,164855,0.622681303,comment|video|creator,treatment,cm_knowledge_agreement,lgbtq,moderation,,,,,,,,,,,,,,,,,,
-0.029053931,0.02007053,1583.914846,-1.44759165,0.147929181,-0.058108675,-0.136785306,0.020567956,0.040141581,interventionC+M:prepost_b_daPost,0.008986229,0.005445277,0.094795721,0.07379212,1863,164855,0.622681303,comment|video|creator,treatment,cm_knowledge_agreement,lgbtq,moderation,,,,,,,,,,,,,,,,,,
-0.022569504,0.019121623,1406.280635,-1.18031322,0.238075268,-0.045139539,-0.120096438,0.02981736,0.038243738,interventionMO:prepost_b_daPost,0.008986229,0.005445277,0.094795721,0.07379212,1863,164855,0.622681303,comment|video|creator,treatment,cm_knowledge_agreement,lgbtq,moderation,,,,,,,,,,,,,,,,,,
0.025813713,0.102478146,37.54154842,0.251894804,0.802496298,0.05162819,-0.350087613,0.453343993,0.204959304,interventionC+M:moderationYes,0.008986229,0.005445277,0.094795721,0.07379212,1863,164855,0.622681303,comment|video|creator,treatment,cm_knowledge_agreement,lgbtq,moderation,,,,,,,,,,,,,,,,,,
0.054366083,0.087273755,39.50522032,0.622937368,0.536905459,0.108733832,-0.233380483,0.450848146,0.174550045,interventionMO:moderationYes,0.008986229,0.005445277,0.094795721,0.07379212,1863,164855,0.622681303,comment|video|creator,treatment,cm_knowledge_agreement,lgbtq,moderation,,,,,,,,,,,,,,,,,,
-0.080596802,0.029596663,1581.174013,-2.723171933,0.006536938,-0.161196082,-0.277215229,-0.045176935,0.059194096,prepost_b_daPost:moderationYes,0.008986229,0.005445277,0.094795721,0.07379212,1863,164855,0.622681303,comment|video|creator,treatment,cm_knowledge_agreement,lgbtq,moderation,,,,,,,,,,,,,,,,,,
0.086751846,0.063840053,3676.89168,1.358893694,0.174263626,0.173506312,-0.076747373,0.423759998,0.127681861,interventionC+M:prepost_b_daPost:moderationYes,0.008986229,0.005445277,0.094795721,0.07379212,1863,164855,0.622681303,comment|video|creator,treatment,cm_knowledge_agreement,lgbtq,moderation,,,,,,,,,,,,,,,,,,
0.030113099,0.044579004,1293.171685,0.675499589,0.499479181,0.060227042,-0.11452296,0.234977043,0.089159148,interventionMO:prepost_b_daPost:moderationYes,0.008986229,0.005445277,0.094795721,0.07379212,1863,164855,0.622681303,comment|video|creator,treatment,cm_knowledge_agreement,lgbtq,moderation,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,comment|video|creator,treatment,cm_knowledge_agreement,lgbtq,moderation,prepost_b_daPost,Control,No,0.02898068,0.01600618,1.810593166,0.070203851,-0.002390856,0.060352216,,,,,,,,,
,,,,,,,,,,,,,,,,,comment|video|creator,treatment,cm_knowledge_agreement,lgbtq,moderation,prepost_b_daPost,C+M,No,-7.33E-05,0.01210902,-0.006049318,0.995173372,-0.023806495,0.023659992,,,,,,,,,
,,,,,,,,,,,,,,,,,comment|video|creator,treatment,cm_knowledge_agreement,lgbtq,moderation,prepost_b_daPost,MO,No,0.006411176,0.010461294,0.612847297,0.539977314,-0.014092583,0.026914934,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,prepost_b_daPost,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,prepost_b_daPost,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,prepost_b_daPost,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,comment|video|creator,treatment,cm_knowledge_agreement,lgbtq,moderation,,,,,,,,,,prepost_b_daPost,Control,Yes,-0.051616122,0.024895073,-2.073346874,0.038140009,-0.10040957,-0.002822675
,,,,,,,,,,,,,,,,,comment|video|creator,treatment,cm_knowledge_agreement,lgbtq,moderation,,,,,,,,,,prepost_b_daPost,C+M,Yes,0.006081793,0.055253612,0.110070498,0.912353465,-0.102213296,0.114376881
,,,,,,,,,,,,,,,,,comment|video|creator,treatment,cm_knowledge_agreement,lgbtq,moderation,,,,,,,,,,prepost_b_daPost,MO,Yes,-0.044072527,0.031652591,-1.392382936,0.163806469,-0.106110465,0.017965411
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prepost_b_daPost,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prepost_b_daPost,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prepost_b_daPost,,,,,,,,
0.472119794,0.031694601,48.94969214,14.89590572,8.17E-20,-0.049737556,-0.17398114,0.074506029,0.063390283,(Intercept),0.009075391,0.004563617,0.095264849,0.067554548,1863,164855,0.665399652,comment|video|creator,treatment,cm_knowledge_agreement,licensed,moderation,,,,,,,,,,,,,,,,,,
0.06133284,0.046536582,60.58760165,1.317948967,0.192482216,0.122667457,-0.059757005,0.305091919,0.093074732,interventionC+M,0.009075391,0.004563617,0.095264849,0.067554548,1863,164855,0.665399652,comment|video|creator,treatment,cm_knowledge_agreement,licensed,moderation,,,,,,,,,,,,,,,,,,
0.096966357,0.067815556,33.59285581,1.429854193,0.161994195,0.193935734,-0.071902949,0.459774417,0.135633477,interventionMO,0.009075391,0.004563617,0.095264849,0.067554548,1863,164855,0.665399652,comment|video|creator,treatment,cm_knowledge_agreement,licensed,moderation,,,,,,,,,,,,,,,,,,
-0.004627532,0.023167395,1448.589473,-0.199743297,0.841709385,-0.009255188,-0.100071752,0.081561376,0.046335493,prepost_b_daPost,0.009075391,0.004563617,0.095264849,0.067554548,1863,164855,0.665399652,comment|video|creator,treatment,cm_knowledge_agreement,licensed,moderation,,,,,,,,,,,,,,,,,,
0.048993964,0.043948482,42.35126749,1.114804463,0.271220586,0.097989237,-0.074289874,0.270268348,0.087898475,moderationYes,0.009075391,0.004563617,0.095264849,0.067554548,1863,164855,0.665399652,comment|video|creator,treatment,cm_knowledge_agreement,licensed,moderation,,,,,,,,,,,,,,,,,,
0.002071879,0.035886973,1426.347791,0.057733456,0.953969031,0.00414379,-0.136533732,0.144821313,0.071775038,interventionC+M:prepost_b_daPost,0.009075391,0.004563617,0.095264849,0.067554548,1863,164855,0.665399652,comment|video|creator,treatment,cm_knowledge_agreement,licensed,moderation,,,,,,,,,,,,,,,,,,
0.017936881,0.026488012,1293.478564,0.677169768,0.498419336,0.035874292,-0.067959142,0.139707726,0.052976826,interventionMO:prepost_b_daPost,0.009075391,0.004563617,0.095264849,0.067554548,1863,164855,0.665399652,comment|video|creator,treatment,cm_knowledge_agreement,licensed,moderation,,,,,,,,,,,,,,,,,,
-0.094917104,0.060365782,48.80334691,-1.572366011,0.122327074,-0.189837029,-0.426472319,0.046798261,0.120733623,interventionC+M:moderationYes,0.009075391,0.004563617,0.095264849,0.067554548,1863,164855,0.665399652,comment|video|creator,treatment,cm_knowledge_agreement,licensed,moderation,,,,,,,,,,,,,,,,,,
-0.159084227,0.078702292,35.18222011,-2.021341724,0.050903668,-0.31817321,-0.626688157,-0.009658263,0.157407322,interventionMO:moderationYes,0.009075391,0.004563617,0.095264849,0.067554548,1863,164855,0.665399652,comment|video|creator,treatment,cm_knowledge_agreement,licensed,moderation,,,,,,,,,,,,,,,,,,
0.014498485,0.028506848,1514.730173,0.508596574,0.611109097,0.028997394,-0.082749911,0.140744698,0.05701456,prepost_b_daPost:moderationYes,0.009075391,0.004563617,0.095264849,0.067554548,1863,164855,0.665399652,comment|video|creator,treatment,cm_knowledge_agreement,licensed,moderation,,,,,,,,,,,,,,,,,,
-0.01177681,0.041674299,1495.409033,-0.282591665,0.777528978,-0.023553932,-0.186917862,0.139809998,0.083349863,interventionC+M:prepost_b_daPost:moderationYes,0.009075391,0.004563617,0.095264849,0.067554548,1863,164855,0.665399652,comment|video|creator,treatment,cm_knowledge_agreement,licensed,moderation,,,,,,,,,,,,,,,,,,
-0.0428928,0.035028307,1404.558007,-1.224518208,0.220962138,-0.085786906,-0.223098435,0.051524623,0.070057675,interventionMO:prepost_b_daPost:moderationYes,0.009075391,0.004563617,0.095264849,0.067554548,1863,164855,0.665399652,comment|video|creator,treatment,cm_knowledge_agreement,licensed,moderation,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_agreement,licensed,,prepost_b_daPost,Control,No,-0.004627532,0.023167395,-0.199743297,0.84168135,-0.050034792,0.040779728,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_agreement,licensed,,prepost_b_daPost,C+M,No,-0.002555653,0.027407055,-0.093247995,0.925706546,-0.056272494,0.051161188,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_agreement,licensed,,prepost_b_daPost,MO,No,0.013309349,0.012840816,1.036487749,0.299974652,-0.011858189,0.038476887,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_agreement,licensed,,prepost_b_daPost,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_agreement,licensed,,prepost_b_daPost,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_agreement,licensed,,prepost_b_daPost,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_agreement,licensed,,,,,,,,,,,prepost_b_daPost,Control,Yes,0.009870953,0.016610605,0.594256114,0.552340827,-0.022685233,0.04242714
,,,,,,,,,,,,,,,,,,,cm_knowledge_agreement,licensed,,,,,,,,,,,prepost_b_daPost,C+M,Yes,0.000166023,0.013151431,0.012623935,0.989927825,-0.025610308,0.025942354
,,,,,,,,,,,,,,,,,,,cm_knowledge_agreement,licensed,,,,,,,,,,,prepost_b_daPost,MO,Yes,-0.015084966,0.015794156,-0.955097961,0.33952816,-0.046040942,0.01587101
,,,,,,,,,,,,,,,,,,,cm_knowledge_agreement,licensed,,,,,,,,,,,prepost_b_daPost,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_agreement,licensed,,,,,,,,,,,prepost_b_daPost,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_agreement,licensed,,,,,,,,,,,prepost_b_daPost,,,,,,,,
0.502772191,0.02457507,39.04742162,20.45862719,1.79E-22,0.011568032,-0.084766968,0.107903031,0.049151052,(Intercept),0.009059073,0.005381854,0.09517916,0.073361117,1863,164855,0.627319361,comment|video|creator,treatment,cm_knowledge_agreement,coaching,moderation,,,,,,,,,,,,,,,,,,
0.001978181,0.032420028,39.97796325,0.061017247,0.9516495,0.003956396,-0.123131068,0.131043859,0.064841258,interventionC+M,0.009059073,0.005381854,0.09517916,0.073361117,1863,164855,0.627319361,comment|video|creator,treatment,cm_knowledge_agreement,coaching,moderation,,,,,,,,,,,,,,,,,,
-0.032128339,0.036308414,42.91618876,-0.884873113,0.381156064,-0.064257433,-0.206587467,0.0780726,0.072618165,interventionMO,0.009059073,0.005381854,0.09517916,0.073361117,1863,164855,0.627319361,comment|video|creator,treatment,cm_knowledge_agreement,coaching,moderation,,,,,,,,,,,,,,,,,,
0.000417904,0.014271259,1529.931638,0.029282882,0.976642798,0.000835826,-0.055107762,0.056779415,0.028542962,prepost_b_daPost,0.009059073,0.005381854,0.09517916,0.073361117,1863,164855,0.627319361,comment|video|creator,treatment,cm_knowledge_agreement,coaching,moderation,,,,,,,,,,,,,,,,,,
-0.058844327,0.074988109,44.30216001,-0.784715437,0.436796627,-0.11768989,-0.411645433,0.176265654,0.149978973,moderationYes,0.009059073,0.005381854,0.09517916,0.073361117,1863,164855,0.627319361,comment|video|creator,treatment,cm_knowledge_agreement,coaching,moderation,,,,,,,,,,,,,,,,,,
-0.000894491,0.018672897,1579.370813,-0.047903178,0.961799463,-0.001789005,-0.074987088,0.071409079,0.037346373,interventionC+M:prepost_b_daPost,0.009059073,0.005381854,0.09517916,0.073361117,1863,164855,0.627319361,comment|video|creator,treatment,cm_knowledge_agreement,coaching,moderation,,,,,,,,,,,,,,,,,,
-0.018396794,0.021252701,1516.082704,-0.865621487,0.386834723,-0.036794175,-0.120105136,0.046516786,0.042506062,interventionMO:prepost_b_daPost,0.009059073,0.005381854,0.09517916,0.073361117,1863,164855,0.627319361,comment|video|creator,treatment,cm_knowledge_agreement,coaching,moderation,,,,,,,,,,,,,,,,,,
0.047201586,0.102368939,48.48204351,0.461092855,0.646793924,0.094404054,-0.306885083,0.495693191,0.204741614,interventionC+M:moderationYes,0.009059073,0.005381854,0.09517916,0.073361117,1863,164855,0.627319361,comment|video|creator,treatment,cm_knowledge_agreement,coaching,moderation,,,,,,,,,,,,,,,,,,
0.121351634,0.108760881,30.94804618,1.115765457,0.273111498,0.242706173,-0.183639854,0.6690522,0.217525883,interventionMO:moderationYes,0.009059073,0.005381854,0.09517916,0.073361117,1863,164855,0.627319361,comment|video|creator,treatment,cm_knowledge_agreement,coaching,moderation,,,,,,,,,,,,,,,,,,
0.047434937,0.043892766,2048.233787,1.080700572,0.279957557,0.094871397,-0.077189011,0.266931806,0.087786891,prepost_b_daPost:moderationYes,0.009059073,0.005381854,0.09517916,0.073361117,1863,164855,0.627319361,comment|video|creator,treatment,cm_knowledge_agreement,coaching,moderation,,,,,,,,,,,,,,,,,,
-0.026304536,0.084307146,1815.620787,-0.312008383,0.755069978,-0.052609831,-0.383095362,0.2778757,0.168616927,interventionC+M:prepost_b_daPost:moderationYes,0.009059073,0.005381854,0.09517916,0.073361117,1863,164855,0.627319361,comment|video|creator,treatment,cm_knowledge_agreement,coaching,moderation,,,,,,,,,,,,,,,,,,
-0.014890667,0.048372001,1850.772529,-0.307836487,0.758241395,-0.029781852,-0.219400943,0.15983724,0.096745502,interventionMO:prepost_b_daPost:moderationYes,0.009059073,0.005381854,0.09517916,0.073361117,1863,164855,0.627319361,comment|video|creator,treatment,cm_knowledge_agreement,coaching,moderation,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_agreement,coaching,,prepost_b_daPost,Control,No,0.000417904,0.014271259,0.029282882,0.976638979,-0.027553251,0.028389058,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_agreement,coaching,,prepost_b_daPost,C+M,No,-0.000476587,0.012041936,-0.039577314,0.968430114,-0.024078349,0.023125174,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_agreement,coaching,,prepost_b_daPost,MO,No,-0.017978891,0.015748284,-1.141641276,0.25360316,-0.04884496,0.012887178,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_agreement,coaching,,prepost_b_daPost,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_agreement,coaching,,prepost_b_daPost,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_agreement,coaching,,prepost_b_daPost,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_agreement,coaching,,,,,,,,,,,prepost_b_daPost,Control,Yes,0.047852841,0.041507903,1.152860946,0.248967464,-0.033501155,0.129206836
,,,,,,,,,,,,,,,,,,,cm_knowledge_agreement,coaching,,,,,,,,,,,prepost_b_daPost,C+M,Yes,0.020653813,0.070965567,0.291039923,0.771020786,-0.118436142,0.159743769
,,,,,,,,,,,,,,,,,,,cm_knowledge_agreement,coaching,,,,,,,,,,,prepost_b_daPost,MO,Yes,0.014565379,0.012855627,1.132996389,0.25721577,-0.010631187,0.039761946
,,,,,,,,,,,,,,,,,,,cm_knowledge_agreement,coaching,,,,,,,,,,,prepost_b_daPost,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_agreement,coaching,,,,,,,,,,,prepost_b_daPost,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_agreement,coaching,,,,,,,,,,,prepost_b_daPost,,,,,,,,
0.213218738,0.060785399,73.2792616,3.50772952,0.00077606,-0.327728603,-0.574273491,-0.081183715,0.125789596,(Intercept),0.01177723,0.009147047,0.108522948,0.095640193,1863,164855,0.56285005,comment|video|creator,treatment,cm_knowledge_application,largefollow,moderation,,,,,,,,,,,,,,,,,,
-0.067937019,0.084729576,69.12200292,-0.801809972,0.425410839,-0.140589334,-0.484251525,0.203072857,0.175339787,interventionC+M,0.01177723,0.009147047,0.108522948,0.095640193,1863,164855,0.56285005,comment|video|creator,treatment,cm_knowledge_application,largefollow,moderation,,,,,,,,,,,,,,,,,,
0.021285244,0.078587451,79.35570334,0.270847872,0.787211288,0.0440478,-0.274702021,0.362797621,0.162629254,interventionMO,0.01177723,0.009147047,0.108522948,0.095640193,1863,164855,0.56285005,comment|video|creator,treatment,cm_knowledge_application,largefollow,moderation,,,,,,,,,,,,,,,,,,
-0.046580756,0.049287671,4940.600595,-0.945079256,0.344664631,-0.09639451,-0.296304908,0.103515887,0.101996226,prepost_b_daPost,0.01177723,0.009147047,0.108522948,0.095640193,1863,164855,0.56285005,comment|video|creator,treatment,cm_knowledge_application,largefollow,moderation,,,,,,,,,,,,,,,,,,
0.033083312,0.069133986,64.82252517,0.478539049,0.633876735,0.06846283,-0.211943816,0.348869476,0.143066194,moderationYes,0.01177723,0.009147047,0.108522948,0.095640193,1863,164855,0.56285005,comment|video|creator,treatment,cm_knowledge_application,largefollow,moderation,,,,,,,,,,,,,,,,,,
0.069386516,0.065039305,4037.102274,1.066839746,0.286108,0.143588894,-0.120210001,0.407387789,0.134592758,interventionC+M:prepost_b_daPost,0.01177723,0.009147047,0.108522948,0.095640193,1863,164855,0.56285005,comment|video|creator,treatment,cm_knowledge_application,largefollow,moderation,,,,,,,,,,,,,,,,,,
0.03365883,0.059252912,3617.5749,0.568053592,0.570033833,0.069653794,-0.170675541,0.309983128,0.12261836,interventionMO:prepost_b_daPost,0.01177723,0.009147047,0.108522948,0.095640193,1863,164855,0.56285005,comment|video|creator,treatment,cm_knowledge_application,largefollow,moderation,,,,,,,,,,,,,,,,,,
0.116226071,0.094973102,63.2793698,1.223778823,0.225572906,0.240518999,-0.144690799,0.625728798,0.19653778,interventionC+M:moderationYes,0.01177723,0.009147047,0.108522948,0.095640193,1863,164855,0.56285005,comment|video|creator,treatment,cm_knowledge_application,largefollow,moderation,,,,,,,,,,,,,,,,,,
0.036608618,0.093625695,63.59934047,0.391010376,0.697096403,0.075758139,-0.303986593,0.455502871,0.19374945,interventionMO:moderationYes,0.01177723,0.009147047,0.108522948,0.095640193,1863,164855,0.56285005,comment|video|creator,treatment,cm_knowledge_application,largefollow,moderation,,,,,,,,,,,,,,,,,,
0.03921317,0.051510701,4368.892732,0.761262587,0.446541329,0.081147984,-0.127779006,0.290074974,0.106596579,prepost_b_daPost:moderationYes,0.01177723,0.009147047,0.108522948,0.095640193,1863,164855,0.56285005,comment|video|creator,treatment,cm_knowledge_application,largefollow,moderation,,,,,,,,,,,,,,,,,,
-0.070011587,0.068021929,3685.039968,-1.029250243,0.303429648,-0.144882425,-0.42077882,0.131013971,0.14076502,interventionC+M:prepost_b_daPost:moderationYes,0.01177723,0.009147047,0.108522948,0.095640193,1863,164855,0.56285005,comment|video|creator,treatment,cm_knowledge_application,largefollow,moderation,,,,,,,,,,,,,,,,,,
-0.02557306,0.062180441,3249.370595,-0.411271771,0.680900389,-0.052921054,-0.305124423,0.199282315,0.128676608,interventionMO:prepost_b_daPost:moderationYes,0.01177723,0.009147047,0.108522948,0.095640193,1863,164855,0.56285005,comment|video|creator,treatment,cm_knowledge_application,largefollow,moderation,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_application,largefollow,,prepost_b_daPost,Control,No,-0.046580756,0.049287671,-0.945079257,0.344618415,-0.143182817,0.050021305,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_application,largefollow,,prepost_b_daPost,C+M,No,0.02280576,0.042436266,0.537412034,0.590983033,-0.060367793,0.105979313,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_application,largefollow,,prepost_b_daPost,MO,No,-0.012921926,0.03288819,-0.392904751,0.694389833,-0.077381595,0.051537742,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_application,largefollow,,prepost_b_daPost,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_application,largefollow,,prepost_b_daPost,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_application,largefollow,,prepost_b_daPost,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_application,largefollow,,,,,,,,,,,prepost_b_daPost,Control,Yes,-0.007367586,0.014969229,-0.492182075,0.622590635,-0.036706735,0.021971563
,,,,,,,,,,,,,,,,,,,cm_knowledge_application,largefollow,,,,,,,,,,,prepost_b_daPost,C+M,Yes,-0.007992658,0.013145108,-0.60803287,0.543165674,-0.033756595,0.01777128
,,,,,,,,,,,,,,,,,,,cm_knowledge_application,largefollow,,,,,,,,,,,prepost_b_daPost,MO,Yes,0.000718183,0.011463937,0.062647194,0.950047447,-0.02175072,0.023187087
,,,,,,,,,,,,,,,,,,,cm_knowledge_application,largefollow,,,,,,,,,,,prepost_b_daPost,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_application,largefollow,,,,,,,,,,,prepost_b_daPost,,,,,,,,
,,,,,,,,,,,,,,,,,,,cm_knowledge_application,largefollow,,,,,,,,,,,prepost_b_daPost,,,,,,,,
0.257949209,0.042152339,49.63661969,6.119451929,1.46E-07,-0.235162986,-0.406131527,-0.064194445,0.08722981,(Intercept),0.011760957,0.009000434,0.108447946,0.094870619,1863,164855,0.56648212,comment|video|creator,treatment,cm_knowledge_application,engagement_large,moderation,,,,,,,,,,,,,,,,,,
0.03372614,0.051202588,48.55496773,0.658680376,0.513212551,0.069793098,-0.137882952,0.277469147,0.105958337,interventionC+M,0.011760957,0.009000434,0.108447946,0.094870619,1863,164855,0.56648212,comment|video|creator,treatment,cm_knowledge_application,engagement_large,moderation,,,,,,,,,,,,,,,,,,
0.065599303,0.055426957,49.02135553,1.183527054,0.242307989,0.13575188,-0.089058081,0.360561841,0.114700225,interventionMO,0.011760957,0.009000434,0.108447946,0.094870619,1863,164855,0.56648212,comment|video|creator,treatment,cm_knowledge_application,engagement_large,moderation,,,,,,,,,,,,,,,,,,
-0.010122822,0.023853676,1696.106769,-0.424371591,0.671348656,-0.020948244,-0.11769856,0.075802073,0.049362951,prepost_b_daPost,0.011760957,0.009000434,0.108447946,0.094870619,1863,164855,0.56648212,comment|video|creator,treatment,cm_knowledge_application,engagement_large,moderation,,,,,,,,,,,,,,,,,,
-0.042851451,0.057339318,48.11733766,-0.747331012,0.458500438,-0.088676875,-0.321243301,0.14388955,0.118657649,moderationYes,0.011760957,0.009000434,0.108447946,0.094870619,1863,164855,0.56648212,comment|video|creator,treatment,cm_knowledge_application,engagement_large,moderation,,,,,,,,,,,,,,,,,,
0.000466495,0.027272432,1683.286268,0.017105008,0.986354871,0.000965358,-0.109651406,0.111582122,0.056437747,interventionC+M:prepost_b_daPost,0.011760957,0.009000434,0.108447946,0.094870619,1863,164855,0.56648212,comment|video|creator,treatment,cm_knowledge_application,engagement_large,moderation,,,,,,,,,,,,,,,,,,
0.004664242,0.026679542,1555.977872,0.174824685,0.861240136,0.009652243,-0.098559762,0.117864248,0.055210816,interventionMO:prepost_b_daPost,0.011760957,0.009000434,0.108447946,0.094870619,1863,164855,0.56648212,comment|video|creator,treatment,cm_knowledge_application,engagement_large,moderation,,,,,,,,,,,,,,,,,,
-0.052677343,0.080355787,53.71693873,-0.655551327,0.514910779,-0.109011124,-0.43493171,0.216909462,0.166287848,interventionC+M:moderationYes,0.011760957,0.009000434,0.108447946,0.094870619,1863,164855,0.56648212,comment|video|creator,treatment,cm_knowledge_application,engagement_large,moderation,,,,,,,,,,,,,,,,,,
-0.126228776,0.086998582,48.52243539,-1.450929121,0.153234153,-0.26121898,-0.61408243,0.091644471,0.180034359,interventionMO:moderationYes,0.011760957,0.009000434,0.108447946,0.094870619,1863,164855,0.56648212,comment|video|creator,treatment,cm_knowledge_application,engagement_large,moderation,,,,,,,,,,,,,,,,,,
