"Estimate","Std. Error","df","t value","Pr(>|t|)","var","Std_Coefficient","CI_low","CI_high","std_SE","between_var","within_var","between_var_std","within_var_std","n_group","n_all","vpc","type","x","y","model_spe","factor","intervention","AME","SE","z","p","lower","upper"
0.262243682584352,0.0142079356333484,47.9693084251025,18.457550016543,1.96893145062069e-23,"(Intercept)",-0.272288705856839,-0.393960169221337,-0.15061724249234,0.0620779621279762,0.0029006165313456,0.00225245708243356,0.0538573721169684,0.0474600577584305,1863,164855,0.562890567600168,"comment|video|creator","treatment","cm_knowledge","base",,,,,,,,
0.0164384835162975,0.0187546675370118,48.7230816688045,0.876500928841131,0.385058902400412,"interventionC+M",0.0718238507956357,-0.0887841309985078,0.232431832589779,0.0819437519330161,0.0029006165313456,0.00225245708243356,0.0538573721169684,0.0474600577584305,1863,164855,0.562890567600168,"comment|video|creator","treatment","cm_knowledge","base",,,,,,,,
0.0197091849414114,0.0205588129824118,47.891617467342,0.958673292970404,0.342538314267518,"interventionMO",0.0861143845260229,-0.089943624370065,0.262172393422111,0.0898265057915561,0.0029006165313456,0.00225245708243356,0.0538573721169684,0.0474600577584305,1863,164855,0.562890567600168,"comment|video|creator","treatment","cm_knowledge","base",,,,,,,,
-0.00395496215432378,0.00701585085787532,1645.29732153949,-0.563718105535883,0.573022816587568,"prepost_b_daPost",-0.0172802128981793,-0.0773614221649841,0.0428009963686255,0.0306540164006606,0.0029006165313456,0.00225245708243356,0.0538573721169684,0.0474600577584305,1863,164855,0.562890567600168,"comment|video|creator","treatment","cm_knowledge","base",,,,,,,,
0.00582165778901649,0.00932916164168076,1661.48332700162,0.624027968709057,0.532694884293731,"interventionC+M:prepost_b_daPost",0.0254362770322279,-0.0544552890374481,0.105327843101904,0.0407614528146223,0.0029006165313456,0.00225245708243356,0.0538573721169684,0.0474600577584305,1863,164855,0.562890567600168,"comment|video|creator","treatment","cm_knowledge","base",,,,,,,,
0.0071113491698205,0.00880930920519644,1453.25451887227,0.807253895189155,0.419652319635203,"interventionMO:prepost_b_daPost",0.0310712619330947,-0.0443684760899003,0.10651099995609,0.0384900869146806,0.0029006165313456,0.00225245708243356,0.0538573721169684,0.0474600577584305,1863,164855,0.562890567600168,"comment|video|creator","treatment","cm_knowledge","base",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,"prepost_b_daPost","Control",-0.00395496215432378,0.00701585085813792,-0.563718105514785,0.572945993490155,-0.0177057771571785,0.00979585284853097
,,,,,,,,,,,,,,,,,,,,,"prepost_b_daPost","C+M",0.00186669563469272,0.00614907258689971,0.303573524025333,0.761452824959018,-0.0101852651739532,0.0139186564433387
,,,,,,,,,,,,,,,,,,,,,"prepost_b_daPost","MO",0.0031563870154967,0.00532745393360536,0.592475703184656,0.553532086028379,-0.00728523082366605,0.0135980048546594
0.677307089617194,0.0204187543017154,48.141830501942,33.1708330297257,8.08241055286425e-35,"(Intercept)",-0.122014180333402,-0.212306706151867,-0.0317216545149378,0.0460681234794241,0.00807978541839237,0.00402395419089909,0.0898876266145256,0.0634346450364396,1863,164855,0.667544550627139,"comment|video|creator","treatment","cm_knowledge_bi","base",,,,,,,,
